index,text,label_text,label_code
184,"No obituary for Earth: Scientists fight climate doom talk. As UN releases gloomy IPCC report, scientists say curbing global warming not hopeless. By w quotes by & others ",Strongly agree with climate change,2
185,Maybe it's just part of some darkness I'm experiencing but I have genuine fears about the state of the world right now. Fascism. Imperialism. War. Climate change. Pandemic. Rising inequality. All of it. And to think some people's biggest issue is wearing a fucking mask.,Strongly agree with climate change,2
186,It's not about only Ukraine - it's about all wars caused by fossil fuels - RESOURCES WE NO LONGER NEED. #PeopleNotProfit,Strongly agree with climate change,2
187,it seems more that the left mixed together the fear of climate change with a general fear and disdain for everything and so specific actions to stop climate change have little impact. they dont see it as a problem to be solved but a symptom of bigger problem which is capitalism,Strongly agree with climate change,2
188,"I don't know. Probably Oregon, but they're under siege from fires. Climate change is a beast. I think I would definitely have to move north.",Strongly agree with climate change,2
189,"Hydrology Paper of the Day @SaraAzadiiC on climate change in the Zayandeh-Rud River Basin of Iran: wetland remote sensing characterization using NDWI, NDVI, and land surface temperature; spatiotemporal trend analyses; and statistical relationships between temperature and dryness ",Strongly agree with climate change,2
190,From and Alaska is on America's front lines of climate disruption. ,Strongly agree with climate change,2
191,Floods are a side effect of climate change. They get worse as we keep failing to act fast enough. Morrison is trying to frame this as a freak accident that nobody could have predicted. #ClimateCrisis #ClimateActionNow #auspol #ScottyDoesNothing #ScottyTooLate,Strongly agree with climate change,2
192,"Finnish Extinction Rebellion () and activists are still blocking a train carrying Russian coal, which accelerates climate catastrophe and whose profits maintain Putin's war machine. Full support! ",Strongly agree with climate change,2
193,"Fighting climate change will not only help in preventing natural disasters but it will, in the long-term, improve the quality of life of our citizens, help tourism as well as protect businesses. #EPPLocalDialogue ",Strongly agree with climate change,2
194,"Exactly. There is no way the climate can change without the help of man. There was never warming or cooling periods before the industrial revolution. We never had floods, wildfires, tornadoes, hurricanes, etc...only man can cause them.",Strongly agree with climate change,2
195,"BREAKING: The D.C. District Court revokes a decision to offer 80 million acres in the Gulf of Mexico for oil and gas leasing, marking a pivotal victory in the fight to defend Gulf communities and the planet from the worsening climate crisis. ",Strongly agree with climate change,2
196,"Arizona is rich in biodiversity and home to more than 800 native wildlife species. But with the growing threats of climate change, we risk losing part of what makes our home so incredible. I promise as governor to combat the climate crisis and work to preserve our great state.",Strongly agree with climate change,2
197,Activists are fighting the EACOP pipeline that is planned to cut through protected areas and worsen the climate crisis. But that's not all: the pipeline is also threatening land rights of communities in Uganda & Tanzania. Time to @stopEACOP! @vanessa_vash ,Strongly agree with climate change,2
198,"According to UNCCD, 90% of Earth's soil could be degraded by 2050. If soil extinction is not averted, we will lose the very basis of our food, water, & air. There is still time to avoid the worst if we come together to #SaveSoil Act Now:https://t.co/Nni7DvMYAO #ConsciousPlanet",Strongly agree with climate change,2
199,"9. Ecosystems are collapsing or on the brink of collapse around the world. This is due to destructive industrial agriculture, mining, construction, insect-killing pesticides, etc. Only degrowth may limit the damage as global warming intensifies. Thread:",Strongly agree with climate change,2
200,"#OECD Delegation visits #INRAESIA2022 stand: our collaboration, our research in economics & our scientific expert reports. 3 examples of our research adapting viticulture to climate change global changes & water and soil resources in the Mediterranean wastewater treatment ",Strongly agree with climate change,2
201,"#IPCC scientists warn climate change losses becoming 'difficult to avoid': *Scientists say climate-driven losses will surge without action * Risks already evident, from Madagascar to Bangladesh *Richer countries not immune ",Strongly agree with climate change,2
202,#Bitcoin sucks resources from the world's most vulnerable communities. ,Strongly agree with climate change,2
203,"""This is how we stop climate breakdown. But it won't happen on its own. Asking politely for the ruling class to act is not going to cut it. It will require an extraordinary struggle against those who benefit so prodigiously from the status quo."" ",Strongly agree with climate change,2
204,"""Seabirds are climate change prisoners. Our inaction makes us the executioners."" ",Strongly agree with climate change,2
205,"Climate change is causing droughts and hurricanes, increased lightning strikes -fire risk, political - social - economic problems. It is urgent to do more to hinder climate change; otherwise, there will be serious repercussions on public and national security. Stop global warming",Strongly agree with climate change,2
